arestas = [
     [1, 0, 42],
     [2, 0, 82],
     [3, 0, 85],
     [3, 1, 51],
     [4, 1, 69],
     [4, 2, 82],
     [5, 0, 88],
     [5, 1, 51],
     [5, 3, 32],
     [6, 0, 40],
     [6, 1, 47],
     [6, 2, 47],
     [6, 3, 70],
     [6, 4, 30],
     [6, 5, 47],
     [7, 0, 45],
     [7, 1, 54],
     [7, 2, 40],
     [7, 4, 85],
     [7, 6, 90],
     [8, 0, 48],
     [8, 1, 44],
     [8, 3, 90],
     [8, 4, 87],
     [8, 6, 52],
     [8, 7, 54],
     [9, 0, 66],
     [9, 1, 55],
     [9, 2, 38],
     [9, 3, 46],
     [9, 4, 32],
     [9, 5, 73],
     [9, 7, 83],
     [9, 8, 88],
     [10, 0, 69],
     [10, 1, 57],
     [10, 2, 66],
     [10, 5, 62],
     [10, 7, 90],
     [10, 8, 86],
     [10, 9, 51],
     [11, 0, 65],
     [11, 1, 49],
     [11, 2, 79],
     [11, 3, 86],
     [11, 4, 71],
     [11, 5, 78],
     [11, 6, 52],
     [11, 7, 80],
     [11, 8, 60],
     [11, 9, 31],
     [12, 1, 72],
     [12, 2, 85],
     [12, 3, 85],
     [12, 6, 76],
     [12, 7, 51],
     [12, 8, 32],
     [12, 9, 82],
     [12, 10, 68],
     [12, 11, 38],
     [13, 0, 57],
     [13, 3, 56],
     [13, 4, 49],
     [13, 5, 77],
     [13, 6, 52],
     [13, 7, 33],
     [13, 10, 86],
     [13, 11, 47],
     [13, 12, 90],
     [14, 0, 56],
     [14, 1, 85],
     [14, 2, 48],
     [14, 3, 85],
     [14, 4, 68],
     [14, 6, 61],
     [14, 8, 42],
     [14, 10, 84],
     [14, 11, 53],
     [14, 12, 71],
     [14, 13, 84],
     [15, 2, 55],
     [15, 4, 81],
     [15, 5, 82],
     [15, 6, 30],
     [15, 7, 53],
     [15, 9, 36],
     [15, 10, 72],
     [15, 12, 31],
     [15, 13, 42],
     [15, 14, 80],
     [16, 0, 79],
     [16, 1, 33],
     [16, 2, 85],
     [16, 3, 62],
     [16, 5, 87],
     [16, 6, 43],
     [16, 8, 88],
     [16, 9, 42],
     [16, 10, 53],
     [16, 11, 31],
     [16, 12, 38],
     [16, 14, 85],
     [16, 15, 89],
     [17, 0, 76],
     [17, 1, 32],
     [17, 2, 73],
     [17, 5, 54],
     [17, 6, 42],
     [17, 7, 35],
     [17, 8, 42],
     [17, 10, 50],
     [17, 15, 42],
     [17, 16, 69],
     [18, 0, 89],
     [18, 2, 70],
     [18, 4, 85],
     [18, 5, 31],
     [18, 6, 73],
     [18, 7, 34],
     [18, 8, 69],
     [18, 9, 49],
     [18, 10, 40],
     [18, 11, 83],
     [18, 14, 48],
     [18, 17, 70],
     [19, 0, 79],
     [19, 1, 50],
     [19, 2, 49],
     [19, 3, 70],
     [19, 6, 66],
     [19, 7, 58],
     [19, 10, 65],
     [19, 11, 73],
     [19, 12, 88],
     [19, 13, 54],
     [19, 14, 62],
     [19, 17, 61],
     [19, 18, 64],
     [20, 0, 43],
     [20, 1, 63],
     [20, 2, 80],
     [20, 3, 47],
     [20, 4, 45],
     [20, 5, 36],
     [20, 6, 31],
     [20, 7, 71],
     [20, 8, 39],
     [20, 10, 33],
     [20, 12, 44],
     [20, 13, 45],
     [20, 15, 90],
     [20, 16, 83],
     [20, 18, 53],
     [20, 19, 53],
     [21, 0, 51],
     [21, 1, 52],
     [21, 2, 37],
     [21, 3, 76],
     [21, 8, 63],
     [21, 9, 59],
     [21, 10, 63],
     [21, 12, 79],
     [21, 13, 38],
     [21, 14, 30],
     [21, 15, 45],
     [21, 16, 83],
     [21, 20, 86],
     [22, 0, 78],
     [22, 4, 46],
     [22, 6, 31],
     [22, 9, 59],
